term	class	state	senator	senator_name	rowvalChk
34	III	MD	P000161	James alfred Pearce	1
34	I	ME	H000121	Hannibal Hamlin	1
34	I	ME	N000162	Amos Nourse	1
34	II	ME	F000099	William pitt Fessenden	1
34	I	MI	C000233	Lewis Cass	1
34	II	MI	S001033	Charles edward Stuart	1
34	I	MO	G000146	Henry sheffie Geyer	1
34	III	MO	G000414	James stephen Green	1
34	I	MS	A000048	Stephen Adams	1
34	II	MS	B000900	Albert gallatin Brown	1
34	II	NC	R000144	David settle Reid	1
34	III	NC	B000456	Asa Biggs	1
34	II	NH	H000034	John parker Hale	1
34	III	NH	B000337	James Bell	1
34	I	NJ	T000231	John renshaw Thomson	1
34	II	NJ	W000772	William Wright	1
34	I	NY	F000140	Hamilton Fish	1
34	III	NY	S000261	William henry Seward	1
34	I	OH	W000005	Benjamin franklin Wade	1
34	III	OH	P000560	George ellis Pugh	1
34	I	PA	B000861	Richard Brodhead	1
34	III	PA	B000459	William Bigler	1
34	I	RI	J000046	Charles tillinghast James	1
34	II	RI	A000141	Philip Allen	1
34	II	SC	E000249	Josiah james Evans	1
34	III	SC	B001173	Andrew pickens Butler	1
34	I	TN	J000229	James chamberlain Jones	1
34	II	TN	B000340	John Bell	1
34	I	TX	R000518	Thomas jefferson Rusk	1
34	II	TX	H000827	Samuel Houston	1
34	I	VA	M000216	James murray Mason	1
34	II	VA	H000988	Robert mercer taliaferro Hunter	1
34	I	VT	F000248	Solomon Foot	1
34	III	VT	C000628	Jacob Collamer	1
34	III	WI	D000573	Charles Durkee	1
34	I	WI	D000396	Henry Dodge	1
35	II	AL	C000480	Clement claiborne, jr. Clay	1
35	III	AL	F000174	Benjamin Fitzpatrick	1
35	II	AR	S000216	William king Sebastian	1
35	III	AR	J000172	Robert ward Johnson	1
35	I	CA	B000857	David colbreth Broderick	1
35	III	CA	G000540	William mckendree Gwin	1
35	I	CT	D000369	James Dixon	1
35	III	CT	F000308	Lafayette sabine Foster	1
35	I	DE	B000248	James asheton, jr. Bayard	1
35	II	DE	B000238	Martin waltham Bates	1
35	I	FL	M000084	Stephen russell Mallory	1
35	III	FL	Y000061	David levy Yulee	1
35	II	GA	T000313	Robert augustus Toombs	1
35	III	GA	I000049	Alfred, sr. Iverson	1
35	III	IA	H000211	James Harlan	1
35	II	IA	J000221	George wallace Jones	1
35	II	IL	D000457	Stephen arnold Douglas	1
35	III	IL	T000392	Lyman Trumbull	1
35	I	IN	B000835	Jesse david Bright	1
35	III	IN	F000158	Graham newell Fitch	1
35	II	KY	T000208	John burton Thompson	1
35	III	KY	C000912	John jordan Crittenden	1
35	II	LA	B000365	Judah philip Benjamin	1
35	III	LA	S000487	John Slidell	1
35	I	MA	S001068	Charles Sumner	1
35	II	MA	W000585	Henry Wilson	1
35	I	MD	K000103	Anthony Kennedy	1
35	III	MD	P000161	James alfred Pearce	1
35	I	ME	H000121	Hannibal Hamlin	1
35	II	ME	F000099	William pitt Fessenden	1
35	I	MI	C000299	Zachariah Chandler	1
35	II	MI	S001033	Charles edward Stuart	1
35	I	MN	R000198	Henry mower Rice	1
35	II	MN	S000362	James Shields	1
35	I	MO	P000411	Trusten Polk	1
35	III	MO	G000414	James stephen Green	1
35	I	MS	D000113	Jefferson Davis	1
35	II	MS	B000900	Albert gallatin Brown	1
35	II	NC	R000144	David settle Reid	1
35	III	NC	B000456	Asa Biggs	1
35	III	NC	C000524	Thomas lanier Clingman	1
35	II	NH	H000034	John parker Hale	1
35	III	NH	B000337	James Bell	1
35	III	NH	C000427	Daniel Clark	1
35	I	NJ	T000231	John renshaw Thomson	1
35	II	NJ	W000772	William Wright	1
35	I	NY	K000211	Preston King	1
35	III	NY	S000261	William henry Seward	1
35	I	OH	W000005	Benjamin franklin Wade	1
35	III	OH	P000560	George ellis Pugh	1
35	II	OR	S000526	Delazon Smith	1
35	I	PA	C000068	Simon Cameron	1
35	III	PA	B000459	William Bigler	1
35	I	RI	S000417	James fowler Simmons	1
35	II	RI	A000141	Philip Allen	1
35	II	SC	C000348	James, jr. Chesnut	1
35	II	SC	E000249	Josiah james Evans	1
35	II	SC	H000397	Arthur peronneau Hayne	1
35	III	SC	B001173	Andrew pickens Butler	1
35	III	SC	H000128	James henry Hammond	1
35	I	TN	J000116	Andrew Johnson	1
35	II	TN	B000340	John Bell	1
35	I	TX	H000481	James pinckney Henderson	1
35	I	TX	R000518	Thomas jefferson Rusk	1
35	I	TX	W000138	Matthias Ward	1
35	II	TX	H000827	Samuel Houston	1
35	I	VA	M000216	James murray Mason	1
35	II	VA	H000988	Robert mercer taliaferro Hunter	1
35	I	VT	F000248	Solomon Foot	1
35	III	VT	C000628	Jacob Collamer	1
35	III	WI	D000573	Charles Durkee	1
35	I	WI	D000428	James rood Doolittle	1
36	II	AL	C000480	Clement claiborne, jr. Clay	1
36	III	AL	F000174	Benjamin Fitzpatrick	1
36	II	AR	S000216	William king Sebastian	1
36	III	AR	J000172	Robert ward Johnson	1
36	I	CA	B000857	David colbreth Broderick	1
36	I	CA	H000353	Henry peter Haun	1
36	I	CA	L000110	Milton slocum Latham	1
36	III	CA	G000540	William mckendree Gwin	1
36	I	CT	D000369	James Dixon	1
36	III	CT	F000308	Lafayette sabine Foster	1
36	I	DE	B000248	James asheton, jr. Bayard	1
36	II	DE	S000074	Willard, sr. Saulsbury	1
36	I	FL	M000084	Stephen russell Mallory	1
36	III	FL	Y000061	David levy Yulee	1
36	II	GA	T000313	Robert augustus Toombs	1
36	III	GA	I000049	Alfred, sr. Iverson	1
36	III	IA	H000211	James Harlan	1
36	II	IA	G000475	James wilson Grimes	1
36	II	IL	D000457	Stephen arnold Douglas	1
36	III	IL	T000392	Lyman Trumbull	1
36	I	IN	B000835	Jesse david Bright	1
36	III	IN	F000158	Graham newell Fitch	1
36	II	KY	P000481	Lazarus whitehead Powell	1
36	III	KY	C000912	John jordan Crittenden	1
36	II	LA	B000365	Judah philip Benjamin	1
36	III	LA	S000487	John Slidell	1
36	I	MA	S001068	Charles Sumner	1
36	II	MA	W000585	Henry Wilson	1
36	I	MD	K000103	Anthony Kennedy	1
36	III	MD	P000161	James alfred Pearce	1
36	I	ME	H000121	Hannibal Hamlin	1
36	I	ME	M000970	Lot myrick Morrill	1
36	II	ME	F000099	William pitt Fessenden	1
36	I	MI	C000299	Zachariah Chandler	1
36	II	MI	B000473	Kinsley scott Bingham	1
36	I	MN	R000198	Henry mower Rice	1
36	II	MN	W000476	Morton smith Wilkinson	1
36	I	MO	P000411	Trusten Polk	1
36	III	MO	G000414	James stephen Green	1
36	I	MS	D000113	Jefferson Davis	1
36	II	MS	B000900	Albert gallatin Brown	1
36	II	NC	B000759	Thomas Bragg	1
36	III	NC	C000524	Thomas lanier Clingman	1
36	II	NH	H000034	John parker Hale	1
36	III	NH	C000427	Daniel Clark	1
36	I	NJ	T000231	John renshaw Thomson	1
36	II	NJ	T000122	John conover Ten eyck	1
36	I	NY	K000211	Preston King	1
36	III	NY	S000261	William henry Seward	1
36	I	OH	W000005	Benjamin franklin Wade	1
36	III	OH	P000560	George ellis Pugh	1
36	II	OR	B000059	Edward dickinson Baker	1
36	III	OR	L000062	Joseph Lane	1
36	I	PA	C000068	Simon Cameron	1
36	III	PA	B000459	William Bigler	1
36	I	RI	S000417	James fowler Simmons	1
36	II	RI	A000262	Henry bowen Anthony	1
36	II	SC	C000348	James, jr. Chesnut	1
36	III	SC	H000128	James henry Hammond	1
36	I	TN	J000116	Andrew Johnson	1
36	II	TN	N000096	Alfred osborn pope Nicholson	1
36	I	TX	W000138	Matthias Ward	1
36	I	TX	W000447	Louis trezevant Wigfall	1
36	II	TX	H000468	John Hemphill	1
36	I	VA	M000216	James murray Mason	1
36	II	VA	H000988	Robert mercer taliaferro Hunter	1
36	I	VT	F000248	Solomon Foot	1
36	III	VT	C000628	Jacob Collamer	1
36	III	WI	D000573	Charles Durkee	1
36	I	WI	D000428	James rood Doolittle	1
37	II	AR	S000216	William king Sebastian	1
37	III	AR	M000801	Charles burton Mitchel	1
37	I	CA	L000110	Milton slocum Latham	1
37	III	CA	M000416	James alexander Mcdougall	1
37	I	CT	D000369	James Dixon	1
37	III	CT	F000308	Lafayette sabine Foster	1
37	I	DE	B000248	James asheton, jr. Bayard	1
37	II	DE	S000074	Willard, sr. Saulsbury	1
37	III	IA	H000211	James Harlan	1
37	II	IA	G000475	James wilson Grimes	1
37	II	IL	B000960	Orville hickman Browning	1
37	II	IL	D000457	Stephen arnold Douglas	1
37	II	IL	R000228	William alexander Richardson	1
37	III	IL	T000392	Lyman Trumbull	1
37	I	IN	B000835	Jesse david Bright	1
37	I	IN	T000432	David Turpie	1
37	I	IN	W000766	Joseph albert Wright	1
37	III	IN	L000060	Henry smith Lane	1
37	II	KS	L000061	James henry Lane	1
37	III	KS	P000423	Samuel clarke Pomeroy	1
37	II	KY	P000481	Lazarus whitehead Powell	1
37	III	KY	B000789	John cabell Breckinridge	1
37	III	KY	D000099	Garrett Davis	1
37	I	MA	S001068	Charles Sumner	1
37	II	MA	W000585	Henry Wilson	1
37	I	MD	K000103	Anthony Kennedy	1
37	III	MD	P000161	James alfred Pearce	1
37	III	MD	H000567	Thomas holliday Hicks	1
37	I	ME	M000970	Lot myrick Morrill	1
37	II	ME	F000099	William pitt Fessenden	1
37	I	MI	C000299	Zachariah Chandler	1
37	II	MI	B000473	Kinsley scott Bingham	1
37	II	MI	H000839	Jacob merritt Howard	1
37	I	MN	R000198	Henry mower Rice	1
37	II	MN	W000476	Morton smith Wilkinson	1
37	I	MO	H000483	John brooks Henderson	1
37	III	MO	J000179	Waldo porter Johnson	1
37	I	MO	P000411	Trusten Polk	1
37	III	MO	W000609	Robert Wilson	1
37	II	NC	B000759	Thomas Bragg	1
37	III	NC	C000524	Thomas lanier Clingman	1
37	II	NH	H000034	John parker Hale	1
37	III	NH	C000427	Daniel Clark	1
37	I	NJ	F000106	Richard stockton Field	1
37	I	NJ	T000231	John renshaw Thomson	1
37	I	NJ	W000072	James walter Wall	1
37	II	NJ	T000122	John conover Ten eyck	1
37	I	NY	K000211	Preston King	1
37	III	NY	H000242	Ira Harris	1
37	I	OH	W000005	Benjamin franklin Wade	1
37	III	OH	C000332	Salmon portland Chase	1
37	III	OH	S000346	John Sherman	1
37	II	OR	B000059	Edward dickinson Baker	1
37	II	OR	H000189	Benjamin franklin Harding	1
37	II	OR	S000809	Benjamin Stark	1
37	III	OR	N000050	James willis Nesmith	1
37	I	PA	C000068	Simon Cameron	0
37	I	PA	W000566	David Wilmot	1
37	III	PA	C000819	Edgar Cowan	1
37	I	RI	A000295	Samuel greene Arnold	1
37	I	RI	S000417	James fowler Simmons	1
37	II	RI	A000262	Henry bowen Anthony	1
37	II	SC	C000348	James, jr. Chesnut	0
37	I	TN	J000116	Andrew Johnson	1
37	II	TN	N000096	Alfred osborn pope Nicholson	0
37	I	TX	W000447	Louis trezevant Wigfall	1
37	II	TX	H000468	John Hemphill	1
37	I	VA	M000216	James murray Mason	1
37	I	VA	W000484	Waitman thomas Willey	1
37	II	VA	C000150	John snyder Carlile	1
37	II	VA	H000988	Robert mercer taliaferro Hunter	1
37	I	VT	F000248	Solomon Foot	1
37	III	VT	C000628	Jacob Collamer	1
37	III	WI	H000856	Timothy otis Howe	1
37	I	WI	D000428	James rood Doolittle	1
38	I	CA	C000695	John Conness	1
38	III	CA	M000416	James alexander Mcdougall	1
38	I	CT	D000369	James Dixon	1
38	III	CT	F000308	Lafayette sabine Foster	1
38	I	DE	B000248	James asheton, jr. Bayard	1
38	I	DE	R000239	George read Riddle	1
38	II	DE	S000074	Willard, sr. Saulsbury	1
38	III	IA	H000211	James Harlan	1
38	II	IA	G000475	James wilson Grimes	1
38	II	IL	R000228	William alexander Richardson	1
38	III	IL	T000392	Lyman Trumbull	1
38	I	IN	H000493	Thomas andrews Hendricks	1
38	III	IN	L000060	Henry smith Lane	1
38	II	KS	L000061	James henry Lane	1
38	III	KS	P000423	Samuel clarke Pomeroy	1
38	II	KY	P000481	Lazarus whitehead Powell	1
38	III	KY	D000099	Garrett Davis	1
38	I	MA	S001068	Charles Sumner	1
38	II	MA	W000585	Henry Wilson	1
38	I	MD	J000169	Reverdy Johnson	1
38	III	MD	H000567	Thomas holliday Hicks	1
38	I	ME	M000970	Lot myrick Morrill	1
38	II	ME	F000038	Nathan allen Farwell	1
38	II	ME	F000099	William pitt Fessenden	1
38	I	MI	C000299	Zachariah Chandler	1
38	II	MI	H000839	Jacob merritt Howard	1
38	I	MN	R000026	Alexander Ramsey	1
38	II	MN	W000476	Morton smith Wilkinson	1
38	I	MO	H000483	John brooks Henderson	1
38	III	MO	B000905	Benjamin gratz Brown	1
38	III	MO	W000609	Robert Wilson	1
38	II	NH	H000034	John parker Hale	1
38	III	NH	C000427	Daniel Clark	1
38	I	NJ	W000772	William Wright	1
38	II	NJ	T000122	John conover Ten eyck	1
38	I	NV	S000922	William morris Stewart	1
38	III	NV	N000177	James warren Nye	1
38	I	NY	M000949	Edwin denison Morgan	1
38	III	NY	H000242	Ira Harris	1
38	I	OH	W000005	Benjamin franklin Wade	1
38	III	OH	S000346	John Sherman	1
38	II	OR	H000189	Benjamin franklin Harding	1
38	III	OR	N000050	James willis Nesmith	1
38	I	PA	B001019	Charles rollin Buckalew	1
38	III	PA	C000819	Edgar Cowan	1
38	I	RI	S000747	William Sprague	1
38	II	RI	A000262	Henry bowen Anthony	1
38	I	VA	B000678	Lemuel jackson Bowden	1
38	II	VA	C000150	John snyder Carlile	1
38	I	VT	F000248	Solomon Foot	1
38	III	VT	C000628	Jacob Collamer	1
38	III	WI	H000856	Timothy otis Howe	1
38	I	WI	D000428	James rood Doolittle	1
38	I	WV	V000066	Peter godwin Van winkle	1
38	II	WV	W000484	Waitman thomas Willey	1
39	I	CA	C000695	John Conness	1
39	III	CA	M000416	James alexander Mcdougall	1
39	I	CT	D000369	James Dixon	1
39	III	CT	F000308	Lafayette sabine Foster	1
39	I	DE	R000239	George read Riddle	1
39	II	DE	S000074	Willard, sr. Saulsbury	1
39	III	IA	H000211	James Harlan	1
39	III	IA	K000242	Samuel jordan Kirkwood	1
39	II	IA	G000475	James wilson Grimes	1
39	II	IL	Y000012	Richard Yates	1
39	III	IL	T000392	Lyman Trumbull	1
39	I	IN	H000493	Thomas andrews Hendricks	1
39	III	IN	L000060	Henry smith Lane	1
39	II	KS	L000061	James henry Lane	1
39	II	KS	R000445	Edmund gibson Ross	1
39	III	KS	P000423	Samuel clarke Pomeroy	1
39	II	KY	G000534	James Guthrie	1
39	III	KY	D000099	Garrett Davis	1
39	I	MA	S001068	Charles Sumner	1
39	II	MA	W000585	Henry Wilson	1
39	I	MD	J000169	Reverdy Johnson	1
39	III	MD	C000904	John angel james Creswell	1
39	I	ME	M000970	Lot myrick Morrill	1
39	II	ME	F000099	William pitt Fessenden	1
39	I	MI	C000299	Zachariah Chandler	1
39	II	MI	H000839	Jacob merritt Howard	1
39	I	MN	R000026	Alexander Ramsey	1
39	II	MN	N000145	Daniel sheldon Norton	1
39	I	MO	H000483	John brooks Henderson	1
39	III	MO	B000905	Benjamin gratz Brown	1
39	II	NE	T000148	John milton Thayer	1
39	II	NH	C000852	Aaron harrison Cragin	1
39	III	NH	C000427	Daniel Clark	1
39	III	NH	F000234	George gilman Fogg	1
39	I	NJ	F000369	Frederick theodore Frelinghuysen	1
39	I	NJ	W000772	William Wright	1
39	II	NJ	C000254	Alexander gilmore Cattell	1
39	II	NJ	S000939	John potter Stockton	1
39	I	NV	S000922	William morris Stewart	1
39	III	NV	N000177	James warren Nye	1
39	I	NY	M000949	Edwin denison Morgan	1
39	III	NY	H000242	Ira Harris	1
39	I	OH	W000005	Benjamin franklin Wade	1
39	III	OH	S000346	John Sherman	1
39	II	OR	W000498	George henry Williams	1
39	III	OR	N000050	James willis Nesmith	1
39	I	PA	B001019	Charles rollin Buckalew	1
39	III	PA	C000819	Edgar Cowan	1
39	I	RI	S000747	William Sprague	1
39	II	RI	A000262	Henry bowen Anthony	1
39	I	TN	P000110	David trotter Patterson	1
39	II	TN	F000324	Joseph smith Fowler	1
39	I	VT	E000056	George franklin Edmunds	1
39	I	VT	F000248	Solomon Foot	1
39	III	VT	C000628	Jacob Collamer	1
39	III	VT	P000406	Luke potter Poland	1
39	III	WI	H000856	Timothy otis Howe	1
39	I	WI	D000428	James rood Doolittle	1
39	I	WV	V000066	Peter godwin Van winkle	1
39	II	WV	W000484	Waitman thomas Willey	1
40	II	AL	W000159	Willard Warner	1
40	III	AL	S000723	George eliphaz Spencer	1
40	II	AR	M000408	Alexander Mcdonald	1
40	III	AR	R000195	Benjamin franklin Rice	1
40	I	CA	C000695	John Conness	1
40	III	CA	C000607	Cornelius Cole	1
40	I	CT	D000369	James Dixon	1
40	III	CT	F000094	Orris sanford Ferry	1
40	I	DE	B000248	James asheton, jr. Bayard	1
40	I	DE	R000239	George read Riddle	1
40	II	DE	S000074	Willard, sr. Saulsbury	1
40	I	FL	W000261	Adonijah strong Welch	1
40	III	FL	O000109	Thomas ward Osborn	1
40	III	IA	H000211	James Harlan	1
40	II	IA	G000475	James wilson Grimes	1
40	II	IL	Y000012	Richard Yates	1
40	III	IL	T000392	Lyman Trumbull	1
40	I	IN	H000493	Thomas andrews Hendricks	1
40	III	IN	M001020	Oliver hazard perry throck Morton	1
40	II	KS	R000445	Edmund gibson Ross	1
40	III	KS	P000423	Samuel clarke Pomeroy	1
40	II	KY	G000534	James Guthrie	1
40	II	KY	M000385	Thomas clay Mccreery	1
40	III	KY	D000099	Garrett Davis	1
40	II	LA	H000246	John spafford Harris	1
40	III	LA	K000069	William pitt Kellogg	1
40	I	MA	S001068	Charles Sumner	1
40	II	MA	W000585	Henry Wilson	1
40	I	MD	J000169	Reverdy Johnson	1
40	I	MD	W000435	William pinkney Whyte	1
40	III	MD	V000095	George Vickers	1
40	I	ME	M000970	Lot myrick Morrill	1
40	II	ME	F000099	William pitt Fessenden	1
40	I	MI	C000299	Zachariah Chandler	1
40	II	MI	H000839	Jacob merritt Howard	1
40	I	MN	R000026	Alexander Ramsey	1
40	II	MN	N000145	Daniel sheldon Norton	1
40	I	MO	H000483	John brooks Henderson	1
40	III	MO	D000484	Charles daniel Drake	1
40	II	NC	A000006	Joseph carter Abbott	1
40	III	NC	P000427	John Pool	1
40	I	NE	T000286	Thomas weston Tipton	1
40	II	NE	T000148	John milton Thayer	1
40	II	NH	C000852	Aaron harrison Cragin	1
40	III	NH	P000120	James willis Patterson	1
40	I	NJ	F000369	Frederick theodore Frelinghuysen	1
40	II	NJ	C000254	Alexander gilmore Cattell	1
40	I	NV	S000922	William morris Stewart	1
40	III	NV	N000177	James warren Nye	1
40	I	NY	M000949	Edwin denison Morgan	1
40	III	NY	C000681	Roscoe Conkling	1
40	I	OH	W000005	Benjamin franklin Wade	1
40	III	OH	S000346	John Sherman	1
40	II	OR	W000498	George henry Williams	1
40	III	OR	C000771	Henry winslow Corbett	1
40	I	PA	B001019	Charles rollin Buckalew	1
40	III	PA	C000068	Simon Cameron	1
40	I	RI	S000747	William Sprague	1
40	II	RI	A000262	Henry bowen Anthony	1
40	II	SC	R000327	Thomas james Robertson	1
40	III	SC	S000086	Frederick adolphus Sawyer	1
40	I	TN	P000110	David trotter Patterson	1
40	II	TN	F000324	Joseph smith Fowler	1
40	I	VT	E000056	George franklin Edmunds	1
40	III	VT	M000969	Justin smith Morrill	1
40	III	WI	H000856	Timothy otis Howe	1
40	I	WI	D000428	James rood Doolittle	1
40	I	WV	V000066	Peter godwin Van winkle	1
40	II	WV	W000484	Waitman thomas Willey	1
41	II	AL	W000159	Willard Warner	1
41	III	AL	S000723	George eliphaz Spencer	1
41	II	AR	M000408	Alexander Mcdonald	1
41	III	AR	R000195	Benjamin franklin Rice	1
41	I	CA	C000236	Eugene Casserly	1
41	III	CA	C000607	Cornelius Cole	1
41	I	CT	B001021	William alfred Buckingham	1
41	III	CT	F000094	Orris sanford Ferry	1
41	I	DE	B000253	Thomas francis, sr. Bayard	1
41	II	DE	S000074	Willard, sr. Saulsbury	1
41	I	FL	G000171	Abijah Gilbert	1
41	III	FL	O000109	Thomas ward Osborn	1
41	II	GA	M000728	Homer virgil milton Miller	1
41	III	GA	H000599	Joshua Hill	1
41	III	IA	H000211	James Harlan	1
41	II	IA	G000475	James wilson Grimes	1
41	II	IA	H000864	James bruen Howell	1
41	II	IL	Y000012	Richard Yates	1
41	III	IL	T000392	Lyman Trumbull	1
41	I	IN	P000497	Daniel darwin Pratt	1
41	III	IN	M001020	Oliver hazard perry throck Morton	1
41	II	KS	R000445	Edmund gibson Ross	1
41	III	KS	P000423	Samuel clarke Pomeroy	1
41	II	KY	M000385	Thomas clay Mccreery	1
41	III	KY	D000099	Garrett Davis	1
41	II	LA	H000246	John spafford Harris	1
41	III	LA	K000069	William pitt Kellogg	1
41	I	MA	S001068	Charles Sumner	1
41	II	MA	W000585	Henry Wilson	1
41	I	MD	H000118	William thomas Hamilton	1
41	III	MD	V000095	George Vickers	1
41	I	ME	H000121	Hannibal Hamlin	1
41	II	ME	F000099	William pitt Fessenden	1
41	II	ME	M000970	Lot myrick Morrill	1
41	I	MI	C000299	Zachariah Chandler	1
41	II	MI	H000839	Jacob merritt Howard	1
41	I	MN	R000026	Alexander Ramsey	1
41	II	MN	N000145	Daniel sheldon Norton	1
41	II	MN	S000824	Ozora pierson Stearns	1
41	II	MN	W000629	William Windom	1
41	I	MO	S000151	Carl Schurz	1
41	III	MO	B000523	Francis preston, jr. Blair	1
41	III	MO	D000484	Charles daniel Drake	1
41	III	MO	J000103	Daniel tarbox Jewett	1
41	I	MS	A000172	Adelbert Ames	1
41	II	MS	R000166	Hiram rhodes Revels	1
41	II	NC	A000006	Joseph carter Abbott	1
41	III	NC	P000427	John Pool	1
41	I	NE	T000286	Thomas weston Tipton	1
41	II	NE	T000148	John milton Thayer	1
41	II	NH	C000852	Aaron harrison Cragin	1
41	III	NH	P000120	James willis Patterson	1
41	I	NJ	S000939	John potter Stockton	1
41	II	NJ	C000254	Alexander gilmore Cattell	1
41	I	NV	S000922	William morris Stewart	1
41	III	NV	N000177	James warren Nye	1
41	I	NY	F000077	Reuben eaton Fenton	1
41	III	NY	C000681	Roscoe Conkling	1
41	I	OH	T000251	Allen granberry Thurman	1
41	III	OH	S000346	John Sherman	1
41	II	OR	W000498	George henry Williams	1
41	III	OR	C000771	Henry winslow Corbett	1
41	I	PA	S000177	John Scott	1
41	III	PA	C000068	Simon Cameron	1
41	I	RI	S000747	William Sprague	1
41	II	RI	A000262	Henry bowen Anthony	1
41	II	SC	R000327	Thomas james Robertson	1
41	III	SC	S000086	Frederick adolphus Sawyer	1
41	I	TN	B000963	William gannaway Brownlow	1
41	II	TN	F000324	Joseph smith Fowler	1
41	I	TX	F000186	James winright Flanagan	1
41	II	TX	H000115	Morgan calvin Hamilton	1
41	I	VA	L000285	John francis Lewis	1
41	II	VA	J000191	John warfield Johnston	1
41	I	VT	E000056	George franklin Edmunds	1
41	III	VT	M000969	Justin smith Morrill	1
41	III	WI	H000856	Timothy otis Howe	1
41	I	WI	C000171	Matthew hale Carpenter	1
41	I	WV	B000638	Arthur inghram Boreman	1
41	II	WV	W000484	Waitman thomas Willey	1
42	II	AL	G000266	George Goldthwaite	1
42	III	AL	S000723	George eliphaz Spencer	1
42	II	AR	C000498	Powell Clayton	1
42	III	AR	R000195	Benjamin franklin Rice	1
42	I	CA	C000236	Eugene Casserly	1
42	III	CA	C000607	Cornelius Cole	1
42	I	CT	B001021	William alfred Buckingham	1
42	III	CT	F000094	Orris sanford Ferry	1
42	I	DE	B000253	Thomas francis, sr. Bayard	1
42	II	DE	S000072	Eli Saulsbury	1
42	I	FL	G000171	Abijah Gilbert	1
42	III	FL	O000109	Thomas ward Osborn	1
42	II	GA	N000160	Thomas manson Norwood	1
42	III	GA	H000599	Joshua Hill	1
42	III	IA	H000211	James Harlan	1
42	II	IA	W000759	George grover Wright	1
42	II	IL	L000403	John alexander Logan	1
42	III	IL	T000392	Lyman Trumbull	1
42	I	IN	P000497	Daniel darwin Pratt	1
42	III	IN	M001020	Oliver hazard perry throck Morton	1
42	II	KS	C000027	Alexander Caldwell	1
42	III	KS	P000423	Samuel clarke Pomeroy	1
42	II	KY	S000894	John white Stevenson	1
42	III	KY	D000099	Garrett Davis	1
42	III	KY	M000012	Willis benson Machen	1
42	II	LA	W000303	Joseph rodman West	1
42	III	LA	K000069	William pitt Kellogg	1
42	I	MA	S001068	Charles Sumner	1
42	II	MA	W000585	Henry Wilson	1
42	I	MD	H000118	William thomas Hamilton	1
42	III	MD	V000095	George Vickers	1
42	I	ME	H000121	Hannibal Hamlin	1
42	II	ME	M000970	Lot myrick Morrill	1
42	I	MI	C000299	Zachariah Chandler	1
42	II	MI	F000095	Thomas white Ferry	1
42	I	MN	R000026	Alexander Ramsey	1
42	II	MN	W000629	William Windom	1
42	I	MO	S000151	Carl Schurz	1
42	III	MO	B000523	Francis preston, jr. Blair	1
42	I	MS	A000172	Adelbert Ames	1
42	II	MS	A000079	James lusk Alcorn	1
42	II	NC	R000062	Matt whitaker Ransom	1
42	III	NC	P000427	John Pool	1
42	I	NE	T000286	Thomas weston Tipton	1
42	II	NE	H000648	Phineas warren Hitchcock	1
42	II	NH	C000852	Aaron harrison Cragin	1
42	III	NH	P000120	James willis Patterson	1
42	I	NJ	S000939	John potter Stockton	1
42	II	NJ	F000369	Frederick theodore Frelinghuysen	1
42	I	NV	S000922	William morris Stewart	1
42	III	NV	N000177	James warren Nye	1
42	I	NY	F000077	Reuben eaton Fenton	1
42	III	NY	C000681	Roscoe Conkling	1
42	I	OH	T000251	Allen granberry Thurman	1
42	III	OH	S000346	John Sherman	1
42	II	OR	K000074	James kerr Kelly	1
42	III	OR	C000771	Henry winslow Corbett	1
42	I	PA	S000177	John Scott	1
42	III	PA	C000068	Simon Cameron	1
42	I	RI	S000747	William Sprague	1
42	II	RI	A000262	Henry bowen Anthony	1
42	II	SC	R000327	Thomas james Robertson	1
42	III	SC	S000086	Frederick adolphus Sawyer	1
42	I	TN	B000963	William gannaway Brownlow	1
42	II	TN	C000751	Henry Cooper	1
42	I	TX	F000186	James winright Flanagan	1
42	II	TX	H000115	Morgan calvin Hamilton	1
42	I	VA	L000285	John francis Lewis	1
42	II	VA	J000191	John warfield Johnston	1
42	I	VT	E000056	George franklin Edmunds	1
42	III	VT	M000969	Justin smith Morrill	1
42	III	WI	H000856	Timothy otis Howe	1
42	I	WI	C000171	Matthew hale Carpenter	1
42	I	WV	B000638	Arthur inghram Boreman	1
42	II	WV	D000103	Henry gassaway Davis	1
43	II	AL	G000266	George Goldthwaite	1
43	III	AL	S000723	George eliphaz Spencer	1
43	II	AR	C000498	Powell Clayton	1
43	III	AR	D000441	Stephen wallace Dorsey	1
43	I	CA	C000236	Eugene Casserly	1
43	I	CA	H000016	John sharpenstein Hager	1
43	III	CA	S000065	Aaron augustus Sargent	1
43	I	CT	B001021	William alfred Buckingham	1
43	I	CT	E000028	William wallace Eaton	1
43	III	CT	F000094	Orris sanford Ferry	1
43	I	DE	B000253	Thomas francis, sr. Bayard	1
43	II	DE	S000072	Eli Saulsbury	1
43	I	FL	G000171	Abijah Gilbert	1
43	III	FL	C000701	Simon barclay Conover	1
43	II	GA	N000160	Thomas manson Norwood	1
43	III	GA	G000313	John brown Gordon	1
43	III	IA	A000160	William boyd Allison	1
43	II	IA	W000759	George grover Wright	1
43	II	IL	L000403	John alexander Logan	1
43	III	IL	O000048	Richard james Oglesby	1
43	I	IN	P000497	Daniel darwin Pratt	1
43	III	IN	M001020	Oliver hazard perry throck Morton	1
43	II	KS	C000027	Alexander Caldwell	1
