term	class	state	senator	senator_name	rowvalChk
90	II	OK	H000237	Fred roy Harris	1
90	III	OK	M000859	Almer stillwell mike Monroney	1
90	II	OR	H000343	Mark odom Hatfield	1
90	III	OR	M001014	Wayne lyman Morse	1
90	I	PA	S000174	Hugh doggett, jr. Scott	1
90	III	PA	C000444	Joseph sill Clark	1
90	I	RI	P000100	John orlando Pastore	1
90	II	RI	P000193	Claiborne de borda Pell	1
90	II	SC	T000254	James strom Thurmond	1
90	III	SC	H000725	Ernest frederick (fritz) Hollings	1
90	II	SD	M001078	Karl earl Mundt	1
90	III	SD	M000452	George stanley Mcgovern	1
90	I	TN	G000320	Albert arnold Gore	1
90	II	TN	B000063	Howard henry, jr. Baker	1
90	I	TX	Y000006	Ralph webster Yarborough	1
90	II	TX	T000322	John goodwin Tower	1
90	I	UT	M001033	Frank edward (ted) Moss	1
90	III	UT	B000384	Wallace foster Bennett	1
90	I	VA	B001209	Harry flood, jr. Byrd	1
90	II	VA	S000739	William belser, jr. Spong	1
90	I	VT	P000552	Winston lewis Prouty	1
90	III	VT	A000062	George david Aiken	1
90	I	WA	J000013	Henry martin (scoop) Jackson	1
90	III	WA	M000053	Warren grant Magnuson	1
90	I	WI	P000553	William Proxmire	1
90	III	WI	N000033	Gaylord anton Nelson	1
90	I	WV	B001210	Robert carlyle Byrd	1
90	II	WV	R000046	Jennings Randolph	1
90	I	WY	M000445	Gale william Mcgee	1
90	II	WY	H000170	Clifford peter Hansen	1
91	II	AK	S000888	Theodore fulton (ted) Stevens	1
91	III	AK	G000388	Maurice robert (mike) Gravel	1
91	II	AL	S000701	John jackson Sparkman	1
91	III	AL	A000127	James browning Allen	1
91	II	AR	M000332	John little Mcclellan	1
91	III	AR	F000401	James william Fulbright	1
91	I	AZ	F000013	Paul jones Fannin	1
91	III	AZ	G000267	Barry morris Goldwater	1
91	I	CA	M001092	George lloyd Murphy	1
91	I	CA	T000410	John varick Tunney	1
91	III	CA	C000877	Alan Cranston	1
91	II	CO	A000161	Gordon llewellyn Allott	1
91	III	CO	D000409	Peter hoyt Dominick	1
91	I	CT	D000390	Thomas joseph Dodd	1
91	III	CT	R000191	Abraham alexander Ribicoff	1
91	I	DE	R000460	William victor, jr. Roth	1
91	I	DE	W000518	John james Williams	1
91	II	DE	B000593	James caleb Boggs	1
91	I	FL	H000720	Spessard lindsey Holland	1
91	III	FL	G000531	Edward john Gurney	1
91	II	GA	R000536	Richard brevard, jr. Russell	1
91	III	GA	T000035	Herman eugene Talmadge	1
91	I	HI	F000245	Hiram leong Fong	1
91	III	HI	I000025	Daniel ken Inouye	1
91	II	IA	M000730	Jack richard Miller	1
91	III	IA	H000922	Harold everett Hughes	1
91	II	ID	J000269	Leonard beck (len) Jordan	1
91	III	ID	C000388	Frank forrester Church	1
91	II	IL	P000222	Charles harting Percy	1
91	III	IL	D000360	Everett mckinley Dirksen	1
91	III	IL	S000602	Ralph tyler Smith	1
91	III	IL	S000890	Adlai ewing iii Stevenson	1
91	I	IN	H000297	Rupert vance Hartke	1
91	III	IN	B000254	Birch evans Bayh	1
91	II	KS	P000166	James blackwood Pearson	1
91	III	KS	D000401	Robert joseph Dole	1
91	II	KY	C000758	John sherman Cooper	1
91	III	KY	C000721	Marlow webster Cook	1
91	II	LA	E000112	Allen joseph Ellender	1
91	III	LA	L000428	Russell billiu Long	1
91	I	MA	K000105	Edward moore (ted) Kennedy	1
91	II	MA	B000871	Edward william, iii Brooke	1
91	I	MD	T000445	Joseph davies Tydings	1
91	III	MD	M000241	Charles mccurdy, jr. Mathias	1
91	I	ME	M001121	Edmund sixtus Muskie	1
91	II	ME	S000590	Margaret chase Smith	1
91	I	MI	H000291	Philip aloysius Hart	1
91	II	MI	G000465	Robert paul Griffin	1
91	I	MN	M000311	Eugene joseph Mccarthy	1
91	II	MN	M000851	Walter frederick Mondale	1
91	I	MO	S001135	Stuart Symington	1
91	I	MO	S001136	William stuart (stuart) Symington	0
91	III	MO	E000004	Thomas francis Eagleton	1
91	I	MS	S000852	John cornelius Stennis	1
91	II	MS	E000018	James oliver Eastland	1
91	I	MT	M000113	Michael joseph (mike) Mansfield	1
91	II	MT	M000671	Lee warren Metcalf	1
91	II	NC	J000267	Benjamin everett Jordan	1
91	III	NC	E000211	Samuel james, jr. Ervin	1
91	I	ND	B001077	Quentin northrup Burdick	1
91	III	ND	Y000047	Milton ruben Young	1
91	I	NE	H000875	Roman lee Hruska	1
91	II	NE	C001006	Carl thomas Curtis	1
91	II	NH	M000486	Thomas james Mcintyre	1
91	III	NH	C000802	Norris h. Cotton	1
91	I	NJ	W000502	Harrison arlington, jr. Williams	1
91	II	NJ	C000220	Clifford philip Case	1
91	I	NM	M000876	Joseph manuel Montoya	1
91	II	NM	A000186	Clinton presba Anderson	1
91	I	NV	C000120	Howard walter Cannon	1
91	III	NV	B000436	Alan harvey Bible	1
91	I	NY	G000282	Charles ellsworth Goodell	1
91	III	NY	J000064	Jacob koppel Javits	1
91	I	OH	Y000053	Stephen marvin Young	1
91	III	OH	S000096	William bart Saxbe	1
91	II	OK	H000237	Fred roy Harris	1
91	III	OK	B000351	Henry louis Bellmon	1
91	II	OR	H000343	Mark odom Hatfield	1
91	III	OR	P000009	Robert william Packwood	1
91	I	PA	S000174	Hugh doggett, jr. Scott	1
91	III	PA	S000159	Richard schultz Schweiker	1
91	I	RI	P000100	John orlando Pastore	1
91	II	RI	P000193	Claiborne de borda Pell	1
91	II	SC	T000254	James strom Thurmond	1
91	III	SC	H000725	Ernest frederick (fritz) Hollings	1
91	II	SD	M001078	Karl earl Mundt	1
91	III	SD	M000452	George stanley Mcgovern	1
91	I	TN	G000320	Albert arnold Gore	1
91	II	TN	B000063	Howard henry, jr. Baker	1
91	I	TX	Y000006	Ralph webster Yarborough	1
91	II	TX	T000322	John goodwin Tower	1
91	I	UT	M001033	Frank edward (ted) Moss	1
91	III	UT	B000384	Wallace foster Bennett	1
91	I	VA	B001209	Harry flood, jr. Byrd	1
91	II	VA	S000739	William belser, jr. Spong	1
91	I	VT	P000552	Winston lewis Prouty	1
91	III	VT	A000062	George david Aiken	1
91	I	WA	J000013	Henry martin (scoop) Jackson	1
91	III	WA	M000053	Warren grant Magnuson	1
91	I	WI	P000553	William Proxmire	1
91	III	WI	N000033	Gaylord anton Nelson	1
91	I	WV	B001210	Robert carlyle Byrd	1
91	II	WV	R000046	Jennings Randolph	1
91	I	WY	M000445	Gale william Mcgee	1
91	II	WY	H000170	Clifford peter Hansen	1
92	II	AK	S000888	Theodore fulton (ted) Stevens	1
92	III	AK	G000388	Maurice robert (mike) Gravel	1
92	II	AL	S000701	John jackson Sparkman	1
92	III	AL	A000127	James browning Allen	1
92	II	AR	M000332	John little Mcclellan	1
92	III	AR	F000401	James william Fulbright	1
92	I	AZ	F000013	Paul jones Fannin	1
92	III	AZ	G000267	Barry morris Goldwater	1
92	I	CA	T000410	John varick Tunney	1
92	III	CA	C000877	Alan Cranston	1
92	II	CO	A000161	Gordon llewellyn Allott	1
92	III	CO	D000409	Peter hoyt Dominick	1
92	I	CT	W000253	Lowell palmer, jr. Weicker	1
92	III	CT	R000191	Abraham alexander Ribicoff	1
92	I	DE	R000460	William victor, jr. Roth	1
92	II	DE	B000593	James caleb Boggs	1
92	I	FL	C000356	Lawton mainor, jr. Chiles	1
92	III	FL	G000531	Edward john Gurney	1
92	II	GA	G000034	David henry Gambrell	1
92	II	GA	N000171	Samuel augustus Nunn	1
92	II	GA	R000536	Richard brevard, jr. Russell	1
92	III	GA	T000035	Herman eugene Talmadge	1
92	I	HI	F000245	Hiram leong Fong	1
92	III	HI	I000025	Daniel ken Inouye	1
92	II	IA	M000730	Jack richard Miller	1
92	III	IA	H000922	Harold everett Hughes	1
92	II	ID	J000269	Leonard beck (len) Jordan	1
92	III	ID	C000388	Frank forrester Church	1
92	II	IL	P000222	Charles harting Percy	1
92	III	IL	S000890	Adlai ewing iii Stevenson	1
92	I	IN	H000297	Rupert vance Hartke	1
92	III	IN	B000254	Birch evans Bayh	1
92	II	KS	P000166	James blackwood Pearson	1
92	III	KS	D000401	Robert joseph Dole	1
92	II	KY	C000758	John sherman Cooper	1
92	III	KY	C000721	Marlow webster Cook	1
92	II	LA	E000068	Elaine schwartzenburg Edwards	1
92	II	LA	E000112	Allen joseph Ellender	1
92	II	LA	J000189	John bennett, jr. Johnston	1
92	III	LA	L000428	Russell billiu Long	1
92	I	MA	K000105	Edward moore (ted) Kennedy	1
92	II	MA	B000871	Edward william, iii Brooke	1
92	I	MD	B000272	John glenn, jr. Beall	1
92	III	MD	M000241	Charles mccurdy, jr. Mathias	1
92	I	ME	M001121	Edmund sixtus Muskie	1
92	II	ME	S000590	Margaret chase Smith	1
92	I	MI	H000291	Philip aloysius Hart	1
92	II	MI	G000465	Robert paul Griffin	1
92	I	MN	H000953	Hubert horatio, jr. Humphrey	1
92	II	MN	M000851	Walter frederick Mondale	1
92	I	MO	S001135	Stuart Symington	1
92	I	MO	S001136	William stuart (stuart) Symington	0
92	III	MO	E000004	Thomas francis Eagleton	1
92	I	MS	S000852	John cornelius Stennis	1
92	II	MS	E000018	James oliver Eastland	1
92	I	MT	M000113	Michael joseph (mike) Mansfield	1
92	II	MT	M000671	Lee warren Metcalf	1
92	II	NC	J000267	Benjamin everett Jordan	1
92	III	NC	E000211	Samuel james, jr. Ervin	1
92	I	ND	B001077	Quentin northrup Burdick	1
92	III	ND	Y000047	Milton ruben Young	1
92	I	NE	H000875	Roman lee Hruska	1
92	II	NE	C001006	Carl thomas Curtis	1
92	II	NH	M000486	Thomas james Mcintyre	1
92	III	NH	C000802	Norris h. Cotton	1
92	I	NJ	W000502	Harrison arlington, jr. Williams	1
92	II	NJ	C000220	Clifford philip Case	1
92	I	NM	M000876	Joseph manuel Montoya	1
92	II	NM	A000186	Clinton presba Anderson	1
92	I	NV	C000120	Howard walter Cannon	1
92	III	NV	B000436	Alan harvey Bible	1
92	I	NY	B001026	James lane Buckley	1
92	III	NY	J000064	Jacob koppel Javits	1
92	I	OH	T000010	Robert, jr. Taft	1
92	III	OH	S000096	William bart Saxbe	1
92	II	OK	H000237	Fred roy Harris	1
92	III	OK	B000351	Henry louis Bellmon	1
92	II	OR	H000343	Mark odom Hatfield	1
92	III	OR	P000009	Robert william Packwood	1
92	I	PA	S000174	Hugh doggett, jr. Scott	1
92	III	PA	S000159	Richard schultz Schweiker	1
92	I	RI	P000100	John orlando Pastore	1
92	II	RI	P000193	Claiborne de borda Pell	1
92	II	SC	T000254	James strom Thurmond	1
92	III	SC	H000725	Ernest frederick (fritz) Hollings	1
92	II	SD	M001078	Karl earl Mundt	1
92	III	SD	M000452	George stanley Mcgovern	1
92	I	TN	B000851	William emerson, iii Brock	1
92	II	TN	B000063	Howard henry, jr. Baker	1
92	I	TX	B000401	Lloyd millard, jr. Bentsen	1
92	II	TX	T000322	John goodwin Tower	1
92	I	UT	M001033	Frank edward (ted) Moss	1
92	III	UT	B000384	Wallace foster Bennett	1
92	I	VA	B001209	Harry flood, jr. Byrd	1
92	II	VA	S000739	William belser, jr. Spong	1
92	I	VT	P000552	Winston lewis Prouty	1
92	I	VT	S000776	Robert theodore Stafford	1
92	III	VT	A000062	George david Aiken	1
92	I	WA	J000013	Henry martin (scoop) Jackson	1
92	III	WA	M000053	Warren grant Magnuson	1
92	I	WI	P000553	William Proxmire	1
92	III	WI	N000033	Gaylord anton Nelson	1
92	I	WV	B001210	Robert carlyle Byrd	1
92	II	WV	R000046	Jennings Randolph	1
92	I	WY	M000445	Gale william Mcgee	1
92	II	WY	H000170	Clifford peter Hansen	1
93	II	AK	S000888	Theodore fulton (ted) Stevens	1
93	III	AK	G000388	Maurice robert (mike) Gravel	1
93	II	AL	S000701	John jackson Sparkman	1
93	III	AL	A000127	James browning Allen	1
93	II	AR	M000332	John little Mcclellan	1
93	III	AR	F000401	James william Fulbright	1
93	I	AZ	F000013	Paul jones Fannin	1
93	III	AZ	G000267	Barry morris Goldwater	1
93	I	CA	T000410	John varick Tunney	1
93	III	CA	C000877	Alan Cranston	1
93	II	CO	H000317	Floyd kirk Haskell	1
93	III	CO	D000409	Peter hoyt Dominick	1
93	I	CT	W000253	Lowell palmer, jr. Weicker	1
93	III	CT	R000191	Abraham alexander Ribicoff	1
93	I	DE	R000460	William victor, jr. Roth	1
93	II	DE	B000444	Joseph robinette, jr. (joe) Biden	1
93	I	FL	C000356	Lawton mainor, jr. Chiles	1
93	III	FL	G000531	Edward john Gurney	1
93	III	FL	S000962	Richard bernard Stone	1
93	II	GA	N000171	Samuel augustus Nunn	1
93	III	GA	T000035	Herman eugene Talmadge	1
93	I	HI	F000245	Hiram leong Fong	1
93	III	HI	I000025	Daniel ken Inouye	1
93	II	IA	C000448	Richard clarence (dick) Clark	1
93	III	IA	H000922	Harold everett Hughes	1
93	II	ID	M000346	James albertus Mcclure	1
93	III	ID	C000388	Frank forrester Church	1
93	II	IL	P000222	Charles harting Percy	1
93	III	IL	S000890	Adlai ewing iii Stevenson	1
93	I	IN	H000297	Rupert vance Hartke	1
93	III	IN	B000254	Birch evans Bayh	1
93	II	KS	P000166	James blackwood Pearson	1
93	III	KS	D000401	Robert joseph Dole	1
93	II	KY	H000905	Walter darlington Huddleston	1
93	III	KY	C000721	Marlow webster Cook	1
93	III	KY	F000268	Wendell hampton Ford	1
93	II	LA	J000189	John bennett, jr. Johnston	1
93	III	LA	L000428	Russell billiu Long	1
93	I	MA	K000105	Edward moore (ted) Kennedy	1
93	II	MA	B000871	Edward william, iii Brooke	1
93	I	MD	B000272	John glenn, jr. Beall	1
93	III	MD	M000241	Charles mccurdy, jr. Mathias	1
93	I	ME	M001121	Edmund sixtus Muskie	1
93	II	ME	H000346	William dodd Hathaway	1
93	I	MI	H000291	Philip aloysius Hart	1
93	II	MI	G000465	Robert paul Griffin	1
93	I	MN	H000953	Hubert horatio, jr. Humphrey	1
93	II	MN	M000851	Walter frederick Mondale	1
93	I	MO	S001135	Stuart Symington	1
93	I	MO	S001136	William stuart (stuart) Symington	0
93	III	MO	E000004	Thomas francis Eagleton	1
93	I	MS	S000852	John cornelius Stennis	1
93	II	MS	E000018	James oliver Eastland	1
93	I	MT	M000113	Michael joseph (mike) Mansfield	1
93	II	MT	M000671	Lee warren Metcalf	1
93	II	NC	H000463	Jesse Helms	1
93	III	NC	E000211	Samuel james, jr. Ervin	1
93	I	ND	B001077	Quentin northrup Burdick	1
93	III	ND	Y000047	Milton ruben Young	1
93	I	NE	H000875	Roman lee Hruska	1
93	II	NE	C001006	Carl thomas Curtis	1
93	II	NH	M000486	Thomas james Mcintyre	1
93	III	NH	C000802	Norris h. Cotton	1
93	III	NH	W000782	Louis crosby Wyman	1
93	I	NJ	W000502	Harrison arlington, jr. Williams	1
93	II	NJ	C000220	Clifford philip Case	1
93	I	NM	M000876	Joseph manuel Montoya	1
93	II	NM	D000407	Pete vichi Domenici	1
93	I	NV	C000120	Howard walter Cannon	1
93	III	NV	B000436	Alan harvey Bible	1
93	III	NV	L000148	Paul dominique Laxalt	1
93	I	NY	B001026	James lane Buckley	1
93	III	NY	J000064	Jacob koppel Javits	1
93	III	OH	S000096	William bart Saxbe	1
93	I	OH	T000010	Robert, jr. Taft	1
93	III	OH	G000236	John herschel, jr. Glenn	1
93	III	OH	M000678	Howard morton Metzenbaum	1
93	II	OK	B000200	Dewey follett Bartlett	1
93	III	OK	B000351	Henry louis Bellmon	1
93	II	OR	H000343	Mark odom Hatfield	1
93	III	OR	P000009	Robert william Packwood	1
93	I	PA	S000174	Hugh doggett, jr. Scott	1
93	III	PA	S000159	Richard schultz Schweiker	1
93	I	RI	P000100	John orlando Pastore	1
93	II	RI	P000193	Claiborne de borda Pell	1
93	II	SC	T000254	James strom Thurmond	1
93	III	SC	H000725	Ernest frederick (fritz) Hollings	1
93	II	SD	A000017	James george Abourezk	1
93	III	SD	M000452	George stanley Mcgovern	1
93	I	TN	B000851	William emerson, iii Brock	1
93	II	TN	B000063	Howard henry, jr. Baker	1
93	I	TX	B000401	Lloyd millard, jr. Bentsen	1
93	II	TX	T000322	John goodwin Tower	1
93	I	UT	M001033	Frank edward (ted) Moss	1
93	III	UT	B000384	Wallace foster Bennett	1
93	III	UT	G000072	Edwin jacob (jake) Garn	1
93	I	VA	B001209	Harry flood, jr. Byrd	1
93	II	VA	S000189	William lloyd Scott	1
93	I	VT	S000776	Robert theodore Stafford	1
93	III	VT	A000062	George david Aiken	1
93	I	WA	J000013	Henry martin (scoop) Jackson	1
93	III	WA	M000053	Warren grant Magnuson	1
93	I	WI	P000553	William Proxmire	1
93	III	WI	N000033	Gaylord anton Nelson	1
93	I	WV	B001210	Robert carlyle Byrd	1
93	II	WV	R000046	Jennings Randolph	1
93	I	WY	M000445	Gale william Mcgee	1
93	II	WY	H000170	Clifford peter Hansen	1
94	II	AK	S000888	Theodore fulton (ted) Stevens	1
94	III	AK	G000388	Maurice robert (mike) Gravel	1
94	II	AL	S000701	John jackson Sparkman	1
94	III	AL	A000127	James browning Allen	1
94	II	AR	M000332	John little Mcclellan	1
94	III	AR	B001057	Dale Bumpers	1
94	I	AZ	F000013	Paul jones Fannin	1
94	III	AZ	G000267	Barry morris Goldwater	1
94	I	CA	H000384	Samuel ichiye Hayakawa	1
94	I	CA	T000410	John varick Tunney	1
94	III	CA	C000877	Alan Cranston	1
94	II	CO	H000317	Floyd kirk Haskell	1
94	III	CO	H000287	Gary warren Hart	1
94	I	CT	W000253	Lowell palmer, jr. Weicker	1
94	III	CT	R000191	Abraham alexander Ribicoff	1
94	I	DE	R000460	William victor, jr. Roth	1
94	II	DE	B000444	Joseph robinette, jr. (joe) Biden	1
94	I	FL	C000356	Lawton mainor, jr. Chiles	1
94	III	FL	S000962	Richard bernard Stone	1
94	II	GA	N000171	Samuel augustus Nunn	1
94	III	GA	T000035	Herman eugene Talmadge	1
94	I	HI	F000245	Hiram leong Fong	1
94	III	HI	I000025	Daniel ken Inouye	1
94	II	IA	C000448	Richard clarence (dick) Clark	1
94	III	IA	C000979	John chester Culver	1
94	II	ID	M000346	James albertus Mcclure	1
94	III	ID	C000388	Frank forrester Church	1
94	II	IL	P000222	Charles harting Percy	1
94	III	IL	S000890	Adlai ewing iii Stevenson	1
94	I	IN	H000297	Rupert vance Hartke	1
94	III	IN	B000254	Birch evans Bayh	1
94	II	KS	P000166	James blackwood Pearson	1
94	III	KS	D000401	Robert joseph Dole	1
94	II	KY	H000905	Walter darlington Huddleston	1
94	III	KY	F000268	Wendell hampton Ford	1
94	II	LA	J000189	John bennett, jr. Johnston	1
94	III	LA	L000428	Russell billiu Long	1
94	I	MA	K000105	Edward moore (ted) Kennedy	1
94	II	MA	B000871	Edward william, iii Brooke	1
94	I	MD	B000272	John glenn, jr. Beall	1
94	III	MD	M000241	Charles mccurdy, jr. Mathias	1
94	I	ME	M001121	Edmund sixtus Muskie	1
94	II	ME	H000346	William dodd Hathaway	1
94	I	MI	H000291	Philip aloysius Hart	1
94	I	MI	R000249	Donald wayne, jr. Riegle	1
94	II	MI	G000465	Robert paul Griffin	1
94	I	MN	H000953	Hubert horatio, jr. Humphrey	1
94	II	MN	A000202	Wendell richard Anderson	1
94	II	MN	M000851	Walter frederick Mondale	1
94	I	MO	D000030	John claggett Danforth	1
94	I	MO	S001135	Stuart Symington	1
94	I	MO	S001136	William stuart (stuart) Symington	0
94	III	MO	E000004	Thomas francis Eagleton	1
94	I	MS	S000852	John cornelius Stennis	1
94	II	MS	E000018	James oliver Eastland	1
94	I	MT	M000113	Michael joseph (mike) Mansfield	1
94	II	MT	M000671	Lee warren Metcalf	1
94	II	NC	H000463	Jesse Helms	1
94	III	NC	M000956	Robert burren Morgan	1
94	I	ND	B001077	Quentin northrup Burdick	1
94	III	ND	Y000047	Milton ruben Young	1
94	I	NE	H000875	Roman lee Hruska	1
94	I	NE	Z000013	Edward Zorinsky	1
94	II	NE	C001006	Carl thomas Curtis	1
94	II	NH	M000486	Thomas james Mcintyre	1
94	III	NH	C000802	Norris h. Cotton	1
94	III	NH	D000574	John anthony Durkin	1
94	I	NJ	W000502	Harrison arlington, jr. Williams	1
94	II	NJ	C000220	Clifford philip Case	1
94	I	NM	M000876	Joseph manuel Montoya	1
94	II	NM	D000407	Pete vichi Domenici	1
94	I	NV	C000120	Howard walter Cannon	1
94	III	NV	L000148	Paul dominique Laxalt	1
94	I	NY	B001026	James lane Buckley	1
94	III	NY	J000064	Jacob koppel Javits	1
94	I	OH	M000678	Howard morton Metzenbaum	1
94	I	OH	T000010	Robert, jr. Taft	1
94	III	OH	G000236	John herschel, jr. Glenn	1
94	II	OK	B000200	Dewey follett Bartlett	1
94	III	OK	B000351	Henry louis Bellmon	1
94	II	OR	H000343	Mark odom Hatfield	1
94	III	OR	P000009	Robert william Packwood	1
94	I	PA	S000174	Hugh doggett, jr. Scott	1
94	III	PA	S000159	Richard schultz Schweiker	1
94	I	RI	C000269	John hubbard Chafee	1
94	I	RI	P000100	John orlando Pastore	1
94	II	RI	P000193	Claiborne de borda Pell	1
94	II	SC	T000254	James strom Thurmond	1
94	III	SC	H000725	Ernest frederick (fritz) Hollings	1
94	II	SD	A000017	James george Abourezk	1
94	III	SD	M000452	George stanley Mcgovern	1
94	I	TN	B000851	William emerson, iii Brock	1
94	II	TN	B000063	Howard henry, jr. Baker	1
94	I	TX	B000401	Lloyd millard, jr. Bentsen	1
94	II	TX	T000322	John goodwin Tower	1
94	I	UT	M001033	Frank edward (ted) Moss	1
94	III	UT	G000072	Edwin jacob (jake) Garn	1
94	I	VA	B001209	Harry flood, jr. Byrd	1
94	II	VA	S000189	William lloyd Scott	1
94	I	VT	S000776	Robert theodore Stafford	1
94	III	VT	L000174	Patrick joseph Leahy	1
94	I	WA	J000013	Henry martin (scoop) Jackson	1
94	III	WA	M000053	Warren grant Magnuson	1
94	I	WI	P000553	William Proxmire	1
94	III	WI	N000033	Gaylord anton Nelson	1
94	I	WV	B001210	Robert carlyle Byrd	1
94	II	WV	R000046	Jennings Randolph	1
94	I	WY	M000445	Gale william Mcgee	1
94	II	WY	H000170	Clifford peter Hansen	1
95	II	AK	S000888	Theodore fulton (ted) Stevens	1
95	III	AK	G000388	Maurice robert (mike) Gravel	1
95	II	AL	S000701	John jackson Sparkman	1
95	III	AL	A000127	James browning Allen	1
95	III	AL	A000139	Maryon pittman Allen	1
95	III	AL	S000907	Donald wilbur Stewart	1
95	II	AR	H000675	Kaneaster, jr. Hodges	1
95	II	AR	M000332	John little Mcclellan	1
95	III	AR	B001057	Dale Bumpers	1
95	I	AZ	D000185	Dennis webster Deconcini	1
95	III	AZ	G000267	Barry morris Goldwater	1
95	I	CA	H000384	Samuel ichiye Hayakawa	1
95	III	CA	C000877	Alan Cranston	1
95	II	CO	H000317	Floyd kirk Haskell	1
95	III	CO	H000287	Gary warren Hart	1
95	I	CT	W000253	Lowell palmer, jr. Weicker	1
95	III	CT	R000191	Abraham alexander Ribicoff	1
95	I	DE	R000460	William victor, jr. Roth	1
95	II	DE	B000444	Joseph robinette, jr. (joe) Biden	1
95	I	FL	C000356	Lawton mainor, jr. Chiles	1
95	III	FL	S000962	Richard bernard Stone	1
95	II	GA	N000171	Samuel augustus Nunn	1
95	III	GA	T000035	Herman eugene Talmadge	1
95	I	HI	M000250	Spark masayuki Matsunaga	1
95	III	HI	I000025	Daniel ken Inouye	1
95	II	IA	C000448	Richard clarence (dick) Clark	1
95	III	IA	C000979	John chester Culver	1
95	II	ID	M000346	James albertus Mcclure	1
95	III	ID	C000388	Frank forrester Church	1
95	II	IL	P000222	Charles harting Percy	1
95	III	IL	S000890	Adlai ewing iii Stevenson	1
95	I	IN	L000504	Richard green Lugar	1
95	III	IN	B000254	Birch evans Bayh	1
95	II	KS	K000017	Nancy landon Kassebaum	1
95	II	KS	P000166	James blackwood Pearson	1
95	III	KS	D000401	Robert joseph Dole	1
95	II	KY	H000905	Walter darlington Huddleston	1
95	III	KY	F000268	Wendell hampton Ford	1
95	II	LA	J000189	John bennett, jr. Johnston	1
95	III	LA	L000428	Russell billiu Long	1
95	I	MA	K000105	Edward moore (ted) Kennedy	1
95	II	MA	B000871	Edward william, iii Brooke	1
95	I	MD	S000064	Paul spyros Sarbanes	1
95	III	MD	M000241	Charles mccurdy, jr. Mathias	1
95	I	ME	M001121	Edmund sixtus Muskie	1
95	II	ME	H000346	William dodd Hathaway	1
95	I	MI	R000249	Donald wayne, jr. Riegle	1
95	II	MI	G000465	Robert paul Griffin	1
95	I	MN	D000566	David ferdinand Durenberger	1
95	I	MN	H000953	Hubert horatio, jr. Humphrey	1
95	I	MN	H000956	Muriel buck Humphrey	1
95	II	MN	A000202	Wendell richard Anderson	1
95	II	MN	B000647	Rudolph eli (rudy) Boschwitz	1
95	I	MO	D000030	John claggett Danforth	1
95	III	MO	E000004	Thomas francis Eagleton	1
95	I	MS	S000852	John cornelius Stennis	1
95	II	MS	C000567	William thad Cochran	1
95	II	MS	E000018	James oliver Eastland	1
95	I	MT	M000635	John Melcher	1
95	II	MT	B000243	Max sieben Baucus	1
95	II	MT	H000344	Paul gerhart Hatfield	1
95	II	MT	M000671	Lee warren Metcalf	1
95	II	NC	H000463	Jesse Helms	1
95	III	NC	M000956	Robert burren Morgan	1
95	I	ND	B001077	Quentin northrup Burdick	1
95	III	ND	Y000047	Milton ruben Young	1
95	I	NE	Z000013	Edward Zorinsky	1
95	II	NE	C001006	Carl thomas Curtis	1
95	II	NH	M000486	Thomas james Mcintyre	1
95	III	NH	D000574	John anthony Durkin	1
95	I	NJ	W000502	Harrison arlington, jr. Williams	1
95	II	NJ	C000220	Clifford philip Case	1
95	I	NM	S000132	Harrison hagan Schmitt	1
95	II	NM	D000407	Pete vichi Domenici	1
95	I	NV	C000120	Howard walter Cannon	1
95	III	NV	L000148	Paul dominique Laxalt	1
95	I	NY	M001054	Daniel patrick Moynihan	1
95	III	NY	J000064	Jacob koppel Javits	1
95	I	OH	M000678	Howard morton Metzenbaum	1
95	III	OH	G000236	John herschel, jr. Glenn	1
95	II	OK	B000200	Dewey follett Bartlett	1
95	III	OK	B000351	Henry louis Bellmon	1
95	II	OR	H000343	Mark odom Hatfield	1
95	III	OR	P000009	Robert william Packwood	1
95	I	PA	H000456	Henry john, iii Heinz	1
95	III	PA	S000159	Richard schultz Schweiker	1
95	I	RI	C000269	John hubbard Chafee	1
95	II	RI	P000193	Claiborne de borda Pell	1
95	II	SC	T000254	James strom Thurmond	1
95	III	SC	H000725	Ernest frederick (fritz) Hollings	1
95	II	SD	A000017	James george Abourezk	1
95	III	SD	M000452	George stanley Mcgovern	1
95	I	TN	S000068	James ralph Sasser	1
95	II	TN	B000063	Howard henry, jr. Baker	1
95	I	TX	B000401	Lloyd millard, jr. Bentsen	1
95	II	TX	T000322	John goodwin Tower	1
95	I	UT	H000338	Orrin grant Hatch	1
95	III	UT	G000072	Edwin jacob (jake) Garn	1
95	I	VA	B001209	Harry flood, jr. Byrd	1
95	II	VA	S000189	William lloyd Scott	1
95	II	VA	W000154	John william Warner	1
95	I	VT	S000776	Robert theodore Stafford	1
95	III	VT	L000174	Patrick joseph Leahy	1
95	I	WA	J000013	Henry martin (scoop) Jackson	1
95	III	WA	M000053	Warren grant Magnuson	1
95	I	WI	P000553	William Proxmire	1
95	III	WI	N000033	Gaylord anton Nelson	1
95	I	WV	B001210	Robert carlyle Byrd	1
95	II	WV	R000046	Jennings Randolph	1
95	I	WY	W000092	Malcolm Wallop	1
95	II	WY	H000170	Clifford peter Hansen	1
95	II	WY	S000429	Alan kooi Simpson	1
96	II	AK	S000888	Theodore fulton (ted) Stevens	1
96	III	AK	G000388	Maurice robert (mike) Gravel	1
